name,lat,lon
"Ravenel",32.7849,-80.2037
"Ravenel",32.7849,-80.2037
"Ravenel",32.7849,-80.2037
"Ravenel",32.7849,-80.2037
"Ravenel",32.7849,-80.2037
"Brooklyn",40.6615,-73.9076
"Brooklyn",40.6615,-73.9076
"Brooklyn",40.6615,-73.9076
"Brooklyn",40.6615,-73.9076
"Evansville",38.1085,-89.9307
"Tornillo",31.454,-106.092
"Tornillo",31.454,-106.092
"Portland",45.5265,-122.496
"Portland",45.5265,-122.496
"Portland",45.5265,-122.496
"Edgerton",39.4922,-94.6372
"Edgerton",39.4922,-94.6372
"Edgerton",39.4922,-94.6372
"Edgerton",39.4922,-94.6372
"Edgerton",39.4922,-94.6372
"Compton",33.8979,-118.202
"Compton",33.8979,-118.202
"Compton",33.8979,-118.202
"Compton",33.8979,-118.202
"Compton",33.8979,-118.202
"Chicago",41.7195,-87.5389
"Chicago",41.7195,-87.5389
"Kansas City",39.0997,-94.5786
"Kansas City",39.0997,-94.5786
"Barry",39.7862,-90.9921
"Barry",39.7862,-90.9921
"Barry",39.7862,-90.9921
"Barry",39.7862,-90.9921
"Glendale",33.5927,-112.163
"Glendale",33.5927,-112.163
"Glendale",33.5927,-112.163
"Glendale",33.5927,-112.163
"Glendale",33.5927,-112.163
"Richmond",37.5439,-77.3697
"Cape Girardeau",37.3296,-89.5567
"Cape Girardeau",37.3296,-89.5567
"Whitney",31.9362,-97.2439
"Memphis (Hickory Hill)",35.0494,-89.8399
"Houston",29.679,-95.4795
"Houston",29.679,-95.4795
"Houston",29.679,-95.4795
"Houston",29.679,-95.4795
"Townville",34.563,-82.9026
"Townville",34.563,-82.9026
"Townville",34.563,-82.9026
"Townville",34.563,-82.9026
"Townville",34.563,-82.9026
"Miami",25.5665,-80.3752
"San Antonio",29.4261,-98.5681
"San Antonio",29.4261,-98.5681
"San Antonio",29.4261,-98.5681
"San Antonio",29.4261,-98.5681
"San Antonio",29.4261,-98.5681
"San Antonio",29.4261,-98.5681
"Birmingham",33.4983,-86.8874
"Birmingham",33.4983,-86.8874
"Birmingham",33.4983,-86.8874
"Fairbanks",64.86,-147.704
"Fairbanks",64.86,-147.704
"Fairbanks",64.86,-147.704
"Fairbanks",64.86,-147.704
"Indianapolis (Cumberland)",39.7788,-85.9602
"Indianapolis (Cumberland)",39.7788,-85.9602
"Little Rock",34.7702,-92.3326
"Little Rock",34.7702,-92.3326
"Little Rock",34.7702,-92.3326
"Decatur",39.8896,-88.9381
"Decatur",39.8896,-88.9381
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Sutherland Springs",29.2733,-98.0564
"Pittsburgh (Mount Washington)",40.4194,-80.0137
"Pittsburgh (Mount Washington)",40.4194,-80.0137
"Burlington",40.059,-74.86
"Burlington",40.059,-74.86
"Burlington",40.059,-74.86
"Cordele",31.9274,-83.7855
"New Bern",35.1734,-77.0515
"New Bern",35.1734,-77.0515
"Bozeman",45.6634,-110.987
"Bozeman",45.6634,-110.987
"Bozeman",45.6634,-110.987
"Texas City",29.3932,-94.9372
"Indianapolis",39.8325,-85.9849
"Indianapolis",39.8325,-85.9849
"Birmingham (Homewood)",33.4288,-86.8688
"Birmingham (Homewood)",33.4288,-86.8688
"Houston",29.7162,-95.4917
"Houston",29.7162,-95.4917
"Houston",29.7162,-95.4917
"Houston",29.7162,-95.4917
"West Columbia",33.9428,-81.1725
"West Columbia",33.9428,-81.1725
"West Columbia",33.9428,-81.1725
"West Columbia",33.9428,-81.1725
"Danville",36.5602,-79.4149
"Roswell",33.4196,-104.518
"Roswell",33.4196,-104.518
"Roswell",33.4196,-104.518
"Roswell",33.4196,-104.518
"Roswell",33.4196,-104.518
"Roswell",33.4196,-104.518
"Andrews",33.3989,-79.3238
"Barrow (Utqiagvik)",71.2914,-156.79
"Little Rock",34.7334,-92.3968
"Little Rock",34.7334,-92.3968
"Huntsville",34.6938,-86.6123
"Huntsville",34.6938,-86.6123
"Altadena",34.1872,-118.157
"Altadena",34.1872,-118.157
"Compton",33.8859,-118.26
"Compton",33.8859,-118.26
"Compton",33.8859,-118.26
"Jones (county)",32.927,-83.6714
"Wallkill",41.4804,-74.3154
"Wallkill",41.4804,-74.3154
"Wallkill",41.4804,-74.3154
"West Palm Beach",26.7162,-80.0598
"West Palm Beach",26.7162,-80.0598
"West Palm Beach",26.7162,-80.0598
"Las Vegas",36.056,-115.3
"Pedro",38.7083,-82.6423
"Pedro",38.7083,-82.6423
"Pedro",38.7083,-82.6423
"Pedro",38.7083,-82.6423
"Pedro",38.7083,-82.6423
"Carthage",37.1698,-94.3043
"Dixon",41.8359,-89.4716
"Dixon",41.8359,-89.4716
"Horton",34.1801,-86.3543
"Rowlett",32.9149,-96.5753
"Rowlett",32.9149,-96.5753
"Detroit",42.4356,-83.2148
"Marrero",29.8776,-90.1254
"Marrero",29.8776,-90.1254
"Helena",34.5398,-90.6449
"Helena",34.5398,-90.6449
"Sandy",40.5941,-111.826
"Sandy",40.5941,-111.826
"Sandy",40.5941,-111.826
"Sandy",40.5941,-111.826
"Sandy",40.5941,-111.826
"Bloomington",34.0559,-117.396
"Bloomington",34.0559,-117.396
"Bloomington",34.0559,-117.396
"Bloomington",34.0559,-117.396
"Orange",40.7788,-74.2272
"Orange",40.7788,-74.2272
"Orange",40.7788,-74.2272
"Orange",40.7788,-74.2272
"Orange",40.7788,-74.2272
"Bastrop",30.1029,-97.3288
"Bastrop",30.1029,-97.3288
"Bastrop",30.1029,-97.3288
"Bastrop",30.1029,-97.3288
"Bastrop",30.1029,-97.3288
"Toomsuba",32.434,-88.4973
"Toomsuba",32.434,-88.4973
"Toomsuba",32.434,-88.4973
"Toomsuba",32.434,-88.4973
"Toomsuba",32.434,-88.4973
"Barnhart",38.3362,-90.3956
"Barnhart",38.3362,-90.3956
"Peck",46.4709,-116.421
"Peck",46.4709,-116.421
"Houston",29.7395,-95.2567
"San Angelo",31.5263,-100.406
"Phoenix",33.5047,-112.046
"Phoenix",33.5047,-112.046
"Phoenix",33.5047,-112.046
"Phoenix",33.5047,-112.046
"Phoenix",33.5047,-112.046
"Milwaukee",43.0579,-87.9314
"Cleveland",33.7248,-90.7192
"Saint Louis",38.754,-90.201
"Saint Louis",38.754,-90.201
